County,Town,Collection Date,Species,Virus
Bristol,Rehoboth,7/22/19,Culiseta melanura,EEE
Bristol,Rehoboth,7/22/19,Culiseta melanura,EEE
Plymouth,Carver,7/22/19,Culiseta melanura,EEE
Plymouth,Carver,7/22/19,Culiseta melanura,WNV
Plymouth,Carver,7/22/19,Culiseta melanura,EEE
Plymouth,Carver,7/22/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,7/22/19,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,7/22/19,Culiseta melanura,EEE
Bristol,New Bedford,7/22/19,Culiseta melanura,EEE
Bristol,New Bedford,7/22/19,Culiseta melanura,EEE
Bristol,New Bedford,7/22/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,7/22/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,7/22/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,7/22/19,Aedes vexans,EEE
Plymouth,Lakeville,7/22/19,Culex salinarius,EEE
Plymouth,Rochester,7/25/19,Culiseta melanura,EEE
Plymouth,Rochester,7/25/19,Culiseta melanura,EEE
Plymouth,Rochester,7/25/19,Coquillettidia perturbans,EEE
Plymouth,Mattapoisett,7/25/19,Culiseta melanura,EEE
Bristol,Easton,7/27/19,Culiseta melanura,EEE
Bristol,Easton,7/27/19,Culiseta melanura,EEE
Bristol,Easton,7/27/19,Culiseta melanura,EEE
Bristol,Easton,7/27/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/27/19,Coquillettidia perturbans,EEE
Plymouth,Carver,7/27/19,Culiseta melanura,EEE
Plymouth,Carver,7/27/19,Culiseta melanura,EEE
Plymouth,Carver,7/27/19,Coquillettidia perturbans,EEE
Bristol,Raynham,7/27/19,Culiseta melanura,EEE
Bristol,Raynham,7/27/19,Culiseta melanura,EEE
Bristol,Raynham,7/27/19,Culiseta melanura,EEE
Bristol,Raynham,7/27/19,Culex salinarius,EEE
Bristol,New Bedford,7/26/19,Culiseta melanura,EEE
Bristol,New Bedford,7/26/19,Culiseta melanura,EEE
Bristol,New Bedford,7/26/19,Culiseta melanura,EEE
Bristol,New Bedford,7/27/19,Culiseta melanura,EEE
Bristol,New Bedford,7/27/19,Culiseta melanura,EEE
Bristol,New Bedford,7/27/19,Culex salinarius,EEE
Plymouth,Lakeville,7/26/19,Culiseta melanura,EEE
Plymouth,Kingston,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,7/29/19,Culiseta melanura,EEE
Plymouth,Halifax,7/29/19,Culiseta melanura,WNV
Plymouth,Halifax,7/29/19,Coquillettidia perturbans,WNV
Plymouth,Carver,7/29/19,Coquillettidia perturbans,WNV
Plymouth,Carver,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Carver,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Carver,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Carver,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Carver,7/29/19,Coquillettidia perturbans,EEE
Plymouth,Carver,7/29/19,Culiseta melanura,EEE
Plymouth,Carver,7/29/19,Culiseta melanura,EEE
Plymouth,Carver,7/29/19,Culiseta melanura,EEE
Plymouth,Carver,7/29/19,Culiseta melanura,WNV
Plymouth,Carver,7/29/19,Culiseta melanura,EEE
Plymouth,Carver,7/29/19,Culiseta melanura,EEE
Plymouth,Carver,7/29/19,Culiseta melanura,EEE
Plymouth,Carver,7/29/19,Culex salinarius,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Culiseta melanura,EEE
Bristol,New Bedford,7/29/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,7/29/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,7/29/19,Ochlerotatus canadensis,EEE
Bristol,Raynham,7/29/19,Culiseta melanura,EEE
Bristol,Raynham,7/29/19,Culiseta melanura,EEE
Bristol,Raynham,7/29/19,Culiseta melanura,EEE
Bristol,Raynham,7/29/19,Culex salinarius,EEE
Bristol,Rehoboth,7/29/19,Culiseta melanura,EEE
Bristol,Rehoboth,7/29/19,Culiseta melanura,EEE
Bristol,Rehoboth,7/29/19,Culiseta melanura,EEE
Plymouth,Lakeville,7/29/19,Culex salinarius,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culiseta melanura,EEE
Bristol,Easton,7/30/19,Culex salinarius,EEE
Bristol,Easton,7/30/19,Culex salinarius,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Coquillettidia perturbans,EEE
Bristol,Easton,7/30/19,Ochlerotatus canadensis,EEE
Franklin,Deerfield,7/30/19,Culex pipiens/restuans complex,WNV
Bristol,Fall River,7/31/19,Culiseta melanura,EEE
Bristol,Fall River,7/31/19,Culiseta melanura,EEE
Norfolk,Brookline,7/31/19,Culex pipiens/restuans complex,WNV
Norfolk,Brookline,7/31/19,Culex pipiens/restuans complex,WNV
Worcester,East Brookfield,8/1/19,Culex pipiens/restuans complex,EEE
Plymouth,Wareham,8/2/19,Culiseta melanura,EEE
Plymouth,Wareham,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Wareham,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Wareham,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Wareham,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Wareham,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Wareham,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Wareham,8/2/19,Culex salinarius,EEE
Plymouth,Rochester,8/2/19,Culiseta melanura,EEE
Plymouth,Rochester,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Rochester,8/2/19,Ochlerotatus canadensis,EEE
Plymouth,Marion,8/2/19,Culiseta melanura,EEE
Plymouth,Marion,8/2/19,Culiseta melanura,EEE
Plymouth,Marion,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Marion,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Marion,8/2/19,Ochlerotatus canadensis,EEE
Plymouth,Marion,8/2/19,Culex salinarius,EEE
Plymouth,East Bridgewater,8/2/19,Culiseta melanura,EEE
Plymouth,East Bridgewater,8/2/19,Coquillettidia perturbans,EEE
Plymouth,West Bridgewater,8/2/19,Culiseta melanura,EEE
Plymouth,Whitman,8/2/19,Culex salinarius,EEE
Plymouth,Whitman,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Whitman,8/2/19,Coquillettidia perturbans,EEE
Plymouth,Duxbury,8/4/19,Culiseta melanura,EEE
Plymouth,Kingston,8/5/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,8/5/19,Culiseta melanura,EEE
Plymouth,Kingston,8/5/19,Culex salinarius,EEE
Plymouth,Kingston,8/5/19,Culex salinarius,EEE
Plymouth,Kingston,8/5/19,Culex salinarius,EEE
Plymouth,Kingston,8/5/19,Culex salinarius,EEE
Plymouth,Kingston,8/5/19,Culex pipiens/restuans complex,WNV
Bristol,Easton,8/5/19,Coquillettidia perturbans,EEE
Bristol,Easton,8/5/19,Coquillettidia perturbans,EEE
Bristol,Easton,8/5/19,Ochlerotatus canadensis,EEE
Bristol,Easton,8/5/19,Culex salinarius,EEE
Plymouth,Carver,8/5/19,Culiseta melanura,EEE
Plymouth,Carver,8/5/19,Culiseta melanura,EEE
Plymouth,Carver,8/5/19,Coquillettidia perturbans,EEE
Plymouth,Carver,8/5/19,Culex salinarius,EEE
Bristol,Raynham,8/5/19,Culiseta melanura,EEE
Bristol,Raynham,8/5/19,Culiseta melanura,EEE
Bristol,Raynham,8/5/19,Coquillettidia perturbans,EEE
Bristol,Raynham,8/5/19,Ochlerotatus canadensis,EEE
Bristol,New Bedford,8/5/19,Culiseta melanura,EEE
Bristol,New Bedford,8/5/19,Ochlerotatus canadensis,EEE
Plymouth,Lakeville,8/7/19,Culiseta melanura,EEE
Plymouth,Lakeville,8/7/19,Culiseta melanura,EEE
Plymouth,Lakeville,8/7/19,Culex salinarius,EEE
Plymouth,Lakeville,8/7/19,Culex salinarius,EEE
Plymouth,Lakeville,8/7/19,Coquillettidia perturbans,EEE
Bristol,Rehoboth,8/7/19,Culiseta melanura,EEE
Bristol,Rehoboth,8/7/19,Culiseta melanura,EEE
Norfolk,Canton,8/7/19,Culiseta melanura,EEE
Bristol,New Bedford,8/7/19,Culiseta melanura,EEE
Bristol,New Bedford,8/7/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,8/7/19,Ochlerotatus canadensis,EEE
Bristol,New Bedford,8/7/19,Culex salinarius,EEE
Bristol,Westport,8/7/19,Culiseta melanura,EEE
Plymouth,Carver,8/7/19,Culiseta melanura,EEE
Plymouth,Carver,8/7/19,Coquillettidia perturbans,EEE
Plymouth,Carver,8/7/19,Culex salinarius,WNV
Plymouth,Carver,8/7/19,Culex salinarius,EEE
Plymouth,Carver,8/7/19,Ochlerotatus canadensis,EEE
Bristol,Easton,8/12/19,Culiseta melanura,EEE
Bristol,Easton,8/12/19,Coquillettidia perturbans,EEE
Bristol,Easton,8/12/19,Culex salinarius,EEE
Bristol,Rehoboth,8/12/19,Culiseta melanura,EEE
Bristol,Westport,8/12/19,Culiseta melanura,EEE
Bristol,Westport,8/12/19,Ochlerotatus canadensis,EEE
Plymouth,Carver,8/12/19,Culiseta melanura,WNV
Plymouth,Carver,8/12/19,Coquillettidia perturbans,EEE
Bristol,Rehoboth,8/12/19,Ochlerotatus canadensis,EEE
Bristol,Rehoboth,8/12/19,Culiseta melanura,EEE
Norfolk,Canton,8/13/19,Culiseta melanura,EEE
Norfolk,Canton,8/13/19,Culiseta melanura,EEE
Norfolk,Canton,8/13/19,Culiseta melanura,WNV
Norfolk,Canton,8/13/19,Coquillettidia perturbans,EEE
Norfolk,Canton,8/13/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,8/13/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,8/13/19,Coquillettidia perturbans,EEE
Plymouth,Kingston,8/13/19,Culex salinarius,EEE
Plymouth,Kingston,8/13/19,Culex salinarius,EEE
Plymouth,Carver,8/13/19,Culiseta melanura,EEE
Plymouth,Halifax,8/13/19,Culiseta melanura,WNV
Plymouth,Halifax,8/13/19,Coquillettidia perturbans,WNV
Bristol,New Bedford,8/13/19,Coquillettidia perturbans,EEE
Bristol,New Bedford,8/13/19,Culiseta melanura,EEE
Bristol,Westport,8/13/19,Culiseta melanura,EEE
Bristol,Westport,8/13/19,Culiseta melanura,EEE
Plymouth,Lakeville,8/13/19,Coquillettidia perturbans,WNV
Plymouth,Lakeville,8/13/19,Coquillettidia perturbans,EEE
Worcester,Grafton,8/16/19,Coquillettidia perturbans,EEE
Worcester,Grafton,8/16/19,Coquillettidia perturbans,EEE
Worcester,Upton,8/16/19,Culiseta melanura,EEE
Bristol,Raynham,8/17/19,Culiseta melanura,EEE
Bristol,Raynham,8/17/19,Ochlerotatus canadensis,EEE
Bristol,Norton,8/17/19,Culiseta melanura,WNV
Bristol,Norton,8/17/19,Culiseta melanura,EEE
Worcester,Bolton,8/17/19,Coquillettidia perturbans,EEE
Worcester,Bolton,8/17/19,Culex salinarius,EEE
Worcester,Harvard,8/17/19,Coquillettidia perturbans,EEE
Middlesex,Shirley,8/17/19,Coquillettidia perturbans,EEE
Middlesex,Shirley,8/17/19,Culex salinarius,EEE
Hampshire,Hadley,8/16/19,Culex pipiens/restuans complex,WNV
Hampden,Palmer,8/16/19,Culex pipiens/restuans complex,WNV
Bristol,Easton,8/17/19,Culiseta melanura,EEE
Norfolk,Canton,8/20/19,Culiseta melanura,EEE
Plymouth,Carver,8/20/19,Culiseta melanura,EEE
Plymouth,Carver,8/20/19,Coquillettidia perturbans,EEE
Plymouth,Carver,8/20/19,Culex salinarius,EEE
Plymouth,Carver,8/20/19,Ochlerotatus canadensis,EEE
Bristol,Raynham,8/20/19,Culiseta melanura,EEE
Bristol,Raynham,8/20/19,Culiseta melanura,EEE
Bristol,Raynham,8/20/19,Culex salinarius,EEE
Bristol,Easton,8/20/19,Culiseta melanura,EEE
Bristol,Easton,8/20/19,Culex salinarius,EEE
Bristol,Easton,8/20/19,Coquillettidia perturbans,EEE
Bristol,Dartmouth,8/20/19,Culiseta melanura,EEE
Bristol,Dartmouth,8/20/19,Culiseta melanura,EEE
Bristol,Dartmouth,8/20/19,Culex salinarius,EEE
Bristol,Dartmouth,8/20/19,Ochlerotatus canadensis,EEE
Bristol,Rehoboth,8/20/19,Culiseta melanura,EEE
Plymouth,Wareham,8/20/19,Culex salinarius,EEE
Plymouth,Lakeville,8/20/19,Coquillettidia perturbans,EEE
Plymouth,Halifax,8/24/19,Culiseta melanura,EEE
Worcester,Douglas,8/25/19,Culiseta melanura,EEE
Worcester,Mendon,8/25/19,Culiseta melanura,EEE
Worcester,Mendon,8/25/19,Culex salinarius,EEE
Worcester,Uxbridge,8/25/19,Coquillettidia perturbans,EEE
Worcester,Uxbridge,8/25/19,Culiseta melanura,EEE
Worcester,Uxbridge,8/25/19,Ochlerotatus canadensis,EEE
Bristol,Dartmouth,8/26/19,Culiseta melanura,EEE
Bristol,Dartmouth,8/26/19,Ochlerotatus canadensis,EEE
Bristol,Easton,8/26/19,Culiseta melanura,EEE
Bristol,Easton,8/26/19,Culiseta melanura,EEE
Bristol,Easton,8/26/19,Ochlerotatus canadensis,EEE
Bristol,Rehoboth,8/26/19,Culiseta melanura,EEE
Hampden,Agawam,8/28/19,Culiseta melanura,EEE
Hampden,Agawam,8/28/19,Coquillettidia perturbans,EEE
Hampden,Agawam,8/28/19,Coquillettidia perturbans,EEE
Worcester,Uxbridge,8/29/19,Culiseta melanura,EEE
Hampden,East Longmeadow,8/29/19,Culex salinarius,EEE
Hampden,East Longmeadow,8/29/19,Culiseta melanura,EEE
Worcester,East Brookfield,8/29/19,Culiseta melanura,EEE
Worcester,East Brookfield,8/29/19,Coquillettidia perturbans,EEE
Bristol,Rehoboth,9/4/19,Culiseta melanura,EEE
Bristol,Rehoboth,9/4/19,Ochlerotatus canadensis,EEE
Bristol,Raynham,9/4/19,Culiseta melanura,EEE
Bristol,Raynham,9/4/19,Culex salinarius,EEE
Worcester,Grafton,9/8/19,Coquillettidia perturbans,EEE
Worcester,Grafton,9/8/19,Culiseta melanura,EEE
Plymouth,Carver,9/10/19,Culiseta melanura,EEE
Plymouth,Carver,9/10/19,Coquillettidia perturbans,EEE
Plymouth,Carver,9/10/19,Ochlerotatus canadensis,EEE
Bristol,Easton,9/10/19,Culiseta melanura,EEE
Bristol,Easton,9/10/19,Culiseta melanura,EEE
Bristol,Easton,9/10/19,Ochlerotatus canadensis,EEE
Worcester,Sterling,9/11/19,Culiseta melanura,WNV
Worcester,Uxbridge,9/11/19,Culiseta melanura,WNV
Worcester,Uxbridge,9/11/19,Ochlerotatus canadensis,WNV
Worcester,Holden,9/11/19,Coquillettidia perturbans,EEE
Hampden,Brimfield,9/12/19,Culiseta melanura,EEE
Hampden,Brimfield,9/12/19,Coquillettidia perturbans,EEE
Worcester,Holden,9/12/19,Coquillettidia perturbans,EEE
Worcester,Mendon,9/12/19,Culiseta melanura,WNV
Worcester,Spencer,9/15/19,Culiseta melanura,EEE
Worcester,East Brookfield,9/15/19,Culiseta melanura,EEE
Worcester,Douglas,9/16/19,Culiseta melanura,EEE
Bristol,Easton,9/17/19,Culiseta melanura,WNV
Bristol,New Bedford,9/17/19,Culiseta melanura,EEE
Bristol,Rehoboth,10/8/19,Culiseta melanura,EEE
Suffolk,Boston,7/3/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/30/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,7/30/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,8/27/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/5/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/10/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/10/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/10/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/10/19,Culex pipiens/restuans complex,WNV
Suffolk,Boston,9/10/19,Culex pipiens/restuans complex,WNV
